transaction_id,retailer,retailer_id,invoice_date,product,price_per_unit,units_sold,total_sales,sales_method
3188,Sports Direct,1185732,10/15/2021,Men's Street Footwear,60,400,240000,In-store
3189,Sports Direct,1185732,10/15/2021,Men's Athletic Footwear,55,225,123750,In-store
3190,Sports Direct,1185732,10/15/2021,Women's Street Footwear,55,125,68750,In-store
3191,Sports Direct,1185732,10/15/2021,Women's Athletic Footwear,55,100,55000,In-store
3192,Sports Direct,1185732,10/15/2021,Men's Apparel,65,100,65000,In-store
3193,Amazon,1185732,10/15/2021,Women's Apparel,70,225,157500,In-store
3194,Amazon,1185732,11/14/2021,Men's Street Footwear,65,375,243750,In-store
3195,Amazon,1185732,11/14/2021,Men's Athletic Footwear,55,300,165000,In-store
3196,Amazon,1185732,11/14/2021,Women's Street Footwear,55,295,162250,In-store
3197,Amazon,1185732,11/14/2021,Women's Athletic Footwear,55,275,151250,In-store
3198,Amazon,1185732,11/14/2021,Men's Apparel,65,250,162500,In-store
3199,Amazon,1185732,11/14/2021,Women's Apparel,70,350,245000,In-store
3200,Amazon,1185732,12/13/2021,Men's Street Footwear,65,575,373750,In-store
3201,Amazon,1185732,12/13/2021,Men's Athletic Footwear,55,375,206250,In-store
3202,Amazon,1185732,12/13/2021,Women's Street Footwear,55,350,192500,In-store
3203,Amazon,1185732,12/13/2021,Women's Athletic Footwear,55,300,165000,In-store
3204,Amazon,1185732,12/13/2021,Men's Apparel,65,300,195000,In-store
3205,Amazon,1185732,12/13/2021,Women's Apparel,70,400,280000,In-store
3206,Amazon,1185732,1/14/2021,Men's Street Footwear,45,525,236250,In-store
3207,Amazon,1185732,1/14/2021,Men's Athletic Footwear,45,325,146250,In-store
3208,Amazon,1185732,1/14/2021,Women's Street Footwear,35,325,113750,In-store
3209,Amazon,1185732,1/14/2021,Women's Athletic Footwear,40,175,70000,In-store
3210,Amazon,1185732,1/14/2021,Men's Apparel,55,225,123750,In-store
3211,Amazon,1185732,1/14/2021,Women's Apparel,45,325,146250,In-store
3212,Amazon,1185732,2/12/2021,Men's Street Footwear,45,575,258750,In-store
3213,Amazon,1185732,2/12/2021,Men's Athletic Footwear,45,225,101250,In-store
3214,Amazon,1185732,2/12/2021,Women's Street Footwear,35,275,96250,In-store
3215,Amazon,1185732,2/12/2021,Women's Athletic Footwear,40,150,60000,In-store
3216,Amazon,1185732,2/12/2021,Men's Apparel,55,225,123750,In-store
3217,Amazon,1185732,2/12/2021,Women's Apparel,45,325,146250,In-store
3218,Amazon,1185732,3/10/2021,Men's Street Footwear,45,545,245250,In-store
3219,Amazon,1185732,3/10/2021,Men's Athletic Footwear,45,250,112500,In-store
3220,Amazon,1185732,3/10/2021,Women's Street Footwear,35,275,96250,In-store
3221,Amazon,1185732,3/10/2021,Women's Athletic Footwear,40,125,50000,In-store
3222,Amazon,1185732,3/10/2021,Men's Apparel,55,175,96250,In-store
3223,Amazon,1185732,3/10/2021,Women's Apparel,45,275,123750,In-store
3224,Amazon,1185732,4/11/2021,Men's Street Footwear,45,525,236250,In-store
3225,Amazon,1185732,4/11/2021,Men's Athletic Footwear,45,225,101250,In-store
3226,Amazon,1185732,4/11/2021,Women's Street Footwear,35,225,78750,In-store
3227,Amazon,1185732,4/11/2021,Women's Athletic Footwear,40,150,60000,In-store
3228,Amazon,1185732,4/11/2021,Men's Apparel,55,150,82500,In-store
3229,Amazon,1185732,4/11/2021,Women's Apparel,45,300,135000,In-store
3230,Amazon,1185732,5/10/2021,Men's Street Footwear,60,570,342000,In-store
3231,Amazon,1185732,5/10/2021,Men's Athletic Footwear,55,275,151250,In-store
3232,Amazon,1185732,5/10/2021,Women's Street Footwear,50,300,150000,In-store
3233,Amazon,1185732,5/10/2021,Women's Athletic Footwear,50,250,125000,In-store
3234,Amazon,1185732,5/10/2021,Men's Apparel,60,275,165000,In-store
3235,Amazon,1185732,5/10/2021,Women's Apparel,65,400,260000,In-store
3236,Amazon,1185732,6/12/2021,Men's Street Footwear,60,650,390000,In-store
3237,Amazon,1185732,6/12/2021,Men's Athletic Footwear,55,400,220000,In-store
3238,Amazon,1185732,6/12/2021,Women's Street Footwear,50,325,162500,In-store
3239,Amazon,1185732,6/12/2021,Women's Athletic Footwear,50,300,150000,In-store
3240,Amazon,1185732,6/12/2021,Men's Apparel,60,300,180000,In-store
3241,Amazon,1185732,6/12/2021,Women's Apparel,65,450,292500,In-store
3242,Amazon,1185732,7/10/2021,Men's Street Footwear,60,675,405000,In-store
3243,Amazon,1185732,7/10/2021,Men's Athletic Footwear,55,425,233750,In-store
3244,Amazon,1185732,7/10/2021,Women's Street Footwear,50,350,175000,In-store
3245,Amazon,1185732,7/10/2021,Women's Athletic Footwear,50,300,150000,In-store
3246,Amazon,1185732,7/10/2021,Men's Apparel,60,325,195000,In-store
3247,Amazon,1185732,7/10/2021,Women's Apparel,65,500,325000,In-store
3248,Amazon,1185732,8/11/2021,Men's Street Footwear,60,650,390000,In-store
3249,Amazon,1185732,8/11/2021,Men's Athletic Footwear,55,425,233750,In-store
3250,Amazon,1185732,8/11/2021,Women's Street Footwear,50,350,175000,In-store
3251,Amazon,1185732,8/11/2021,Women's Athletic Footwear,50,250,125000,In-store
3252,Amazon,1185732,8/11/2021,Men's Apparel,60,225,135000,In-store
3253,Amazon,1185732,8/11/2021,Women's Apparel,65,400,260000,In-store
3254,Amazon,1185732,9/10/2021,Men's Street Footwear,60,525,315000,In-store
3255,Amazon,1185732,9/10/2021,Men's Athletic Footwear,55,325,178750,In-store
3256,Amazon,1185732,9/10/2021,Women's Street Footwear,50,225,112500,In-store
3257,Amazon,1185732,9/10/2021,Women's Athletic Footwear,50,200,100000,In-store
3258,Amazon,1185732,9/10/2021,Men's Apparel,60,200,120000,In-store
3259,Amazon,1185732,9/10/2021,Women's Apparel,65,300,195000,In-store
3260,Amazon,1185732,10/12/2021,Men's Street Footwear,65,475,308750,In-store
3261,Amazon,1185732,10/12/2021,Men's Athletic Footwear,60,300,180000,In-store
3262,Amazon,1185732,10/12/2021,Women's Street Footwear,60,200,120000,In-store
3263,Amazon,1185732,10/12/2021,Women's Athletic Footwear,60,175,105000,In-store
3264,Amazon,1185732,10/12/2021,Men's Apparel,70,175,122500,In-store
3265,West Gear,1185732,10/12/2021,Women's Apparel,75,300,225000,In-store
3266,West Gear,1185732,11/11/2021,Men's Street Footwear,70,450,315000,In-store
3267,West Gear,1185732,11/11/2021,Men's Athletic Footwear,60,325,195000,In-store
3268,West Gear,1185732,11/11/2021,Women's Street Footwear,60,320,192000,In-store
3269,Amazon,1185732,11/11/2021,Women's Athletic Footwear,60,300,180000,In-store
3270,Amazon,1185732,11/11/2021,Men's Apparel,70,275,192500,In-store
3271,Amazon,1185732,11/11/2021,Women's Apparel,75,375,281250,In-store
3272,Amazon,1185732,12/10/2021,Men's Street Footwear,70,600,420000,In-store
3273,Amazon,1185732,12/10/2021,Men's Athletic Footwear,60,400,240000,In-store
3274,Amazon,1185732,12/10/2021,Women's Street Footwear,60,375,225000,In-store
3275,Amazon,1185732,12/10/2021,Women's Athletic Footwear,60,325,195000,In-store
3276,Amazon,1185732,12/10/2021,Men's Apparel,70,325,227500,In-store
3277,Amazon,1185732,12/10/2021,Women's Apparel,75,425,318750,In-store
3278,Amazon,1185732,1/21/2021,Men's Street Footwear,50,525,262500,In-store
3279,Amazon,1185732,1/21/2021,Men's Athletic Footwear,50,325,162500,In-store
3280,Amazon,1185732,1/21/2021,Women's Street Footwear,40,325,130000,In-store
3281,Amazon,1185732,1/21/2021,Women's Athletic Footwear,45,175,78750,In-store
3282,Amazon,1185732,1/21/2021,Men's Apparel,60,225,135000,In-store
3283,Amazon,1185732,1/21/2021,Women's Apparel,50,325,162500,In-store
3284,Amazon,1185732,2/19/2021,Men's Street Footwear,50,600,300000,In-store
3285,Amazon,1185732,2/19/2021,Men's Athletic Footwear,50,250,125000,In-store
3286,Amazon,1185732,2/19/2021,Women's Street Footwear,40,300,120000,In-store
3287,Amazon,1185732,2/19/2021,Women's Athletic Footwear,45,200,90000,In-store
3288,Amazon,1185732,2/19/2021,Men's Apparel,60,275,165000,In-store
3289,Amazon,1185732,2/19/2021,Women's Apparel,50,375,187500,In-store
3290,Amazon,1185732,3/17/2021,Men's Street Footwear,50,570,285000,In-store
3291,Amazon,1185732,3/17/2021,Men's Athletic Footwear,50,275,137500,In-store
3292,Amazon,1185732,3/17/2021,Women's Street Footwear,40,300,120000,In-store
3293,Amazon,1185732,3/17/2021,Women's Athletic Footwear,45,150,67500,In-store
3294,Amazon,1185732,3/17/2021,Men's Apparel,60,200,120000,In-store
3295,Amazon,1185732,3/17/2021,Women's Apparel,50,300,150000,In-store
3296,Amazon,1185732,4/18/2021,Men's Street Footwear,50,550,275000,In-store
3297,Amazon,1185732,4/18/2021,Men's Athletic Footwear,50,250,125000,In-store
3298,Amazon,1185732,4/18/2021,Women's Street Footwear,40,250,100000,In-store
3299,Amazon,1185732,4/18/2021,Women's Athletic Footwear,45,175,78750,In-store
3300,Amazon,1185732,4/18/2021,Men's Apparel,60,175,105000,In-store
3301,Amazon,1185732,4/18/2021,Women's Apparel,50,325,162500,In-store
3302,Amazon,1185732,5/17/2021,Men's Street Footwear,65,595,386750,In-store
3303,Amazon,1185732,5/17/2021,Men's Athletic Footwear,60,300,180000,In-store
3304,Amazon,1185732,5/17/2021,Women's Street Footwear,55,325,178750,In-store
3305,Amazon,1185732,5/17/2021,Women's Athletic Footwear,55,275,151250,In-store
3306,Amazon,1185732,5/17/2021,Men's Apparel,65,300,195000,In-store
3307,Amazon,1185732,5/17/2021,Women's Apparel,70,425,297500,In-store
3308,Amazon,1185732,6/19/2021,Men's Street Footwear,65,675,438750,In-store
3309,Amazon,1185732,6/19/2021,Men's Athletic Footwear,60,425,255000,In-store
3310,Amazon,1185732,6/19/2021,Women's Street Footwear,55,350,192500,In-store
3311,Amazon,1185732,6/19/2021,Women's Athletic Footwear,55,325,178750,In-store
3312,Amazon,1185732,6/19/2021,Men's Apparel,65,325,211250,In-store
3313,Amazon,1185732,6/19/2021,Women's Apparel,70,475,332500,In-store
3314,Amazon,1185732,7/17/2021,Men's Street Footwear,65,700,455000,In-store
3315,Amazon,1185732,7/17/2021,Men's Athletic Footwear,60,450,270000,Outlet
3316,Amazon,1185732,7/17/2021,Women's Street Footwear,55,375,206250,Outlet
3317,Amazon,1185732,7/17/2021,Women's Athletic Footwear,55,325,178750,Outlet
3318,Amazon,1185732,7/17/2021,Men's Apparel,65,350,227500,Outlet
3319,Amazon,1185732,7/17/2021,Women's Apparel,70,525,367500,Outlet
3320,Amazon,1185732,8/18/2021,Men's Street Footwear,65,675,438750,Outlet
3321,Amazon,1185732,8/18/2021,Men's Athletic Footwear,60,450,270000,Outlet
3322,Amazon,1185732,8/18/2021,Women's Street Footwear,55,375,206250,Outlet
3323,Amazon,1185732,8/18/2021,Women's Athletic Footwear,55,275,151250,Outlet
3324,Amazon,1185732,8/18/2021,Men's Apparel,65,250,162500,Outlet
3325,Amazon,1185732,8/18/2021,Women's Apparel,70,425,297500,Outlet
3326,Amazon,1185732,9/17/2021,Men's Street Footwear,65,550,357500,Outlet
3327,Amazon,1185732,9/17/2021,Men's Athletic Footwear,60,350,210000,Outlet
3328,Amazon,1185732,9/17/2021,Women's Street Footwear,55,250,137500,Outlet
3329,Amazon,1185732,9/17/2021,Women's Athletic Footwear,55,225,123750,Outlet
3330,Amazon,1185732,9/17/2021,Men's Apparel,65,225,146250,Outlet
3331,Amazon,1185732,9/17/2021,Women's Apparel,70,325,227500,Outlet
3332,Foot Locker,1185732,10/19/2021,Men's Street Footwear,70,475,332500,Outlet
3333,Foot Locker,1185732,10/19/2021,Men's Athletic Footwear,65,300,195000,Outlet
3334,Foot Locker,1185732,10/19/2021,Women's Street Footwear,65,200,130000,Outlet
3335,Foot Locker,1185732,10/19/2021,Women's Athletic Footwear,65,175,113750,Outlet
3336,Foot Locker,1185732,10/19/2021,Men's Apparel,75,175,131250,Outlet
3337,Foot Locker,1185732,10/19/2021,Women's Apparel,80,300,240000,Outlet
3338,Foot Locker,1185732,11/18/2021,Men's Street Footwear,75,450,337500,Outlet
3339,Foot Locker,1185732,11/18/2021,Men's Athletic Footwear,65,325,211250,Outlet
3340,Foot Locker,1185732,11/18/2021,Women's Street Footwear,65,345,224250,Outlet
3341,Foot Locker,1185732,11/18/2021,Women's Athletic Footwear,65,325,211250,Outlet
3342,Foot Locker,1185732,11/18/2021,Men's Apparel,75,300,225000,Outlet
3343,Foot Locker,1185732,11/18/2021,Women's Apparel,80,400,320000,Outlet
3344,Foot Locker,1185732,12/17/2021,Men's Street Footwear,75,625,468750,Outlet
3345,Foot Locker,1185732,12/17/2021,Men's Athletic Footwear,65,425,276250,Outlet
3346,Foot Locker,1185732,12/17/2021,Women's Street Footwear,65,400,260000,Outlet
3347,Foot Locker,1185732,12/17/2021,Women's Athletic Footwear,65,350,227500,Outlet
3348,Foot Locker,1185732,12/17/2021,Men's Apparel,75,350,262500,Outlet
3349,Foot Locker,1185732,12/17/2021,Women's Apparel,80,450,360000,Outlet
3350,Foot Locker,1185732,1/24/2021,Men's Street Footwear,55,500,275000,Outlet
3351,Foot Locker,1185732,1/24/2021,Men's Athletic Footwear,55,300,165000,Outlet
3352,Foot Locker,1185732,1/24/2021,Women's Street Footwear,45,300,135000,Outlet
3353,Foot Locker,1185732,1/24/2021,Women's Athletic Footwear,50,150,75000,Outlet
3354,Foot Locker,1185732,1/24/2021,Men's Apparel,65,200,130000,Outlet
3355,Foot Locker,1185732,1/24/2021,Women's Apparel,55,300,165000,Outlet
3356,Foot Locker,1185732,2/22/2021,Men's Street Footwear,55,575,316250,Outlet
3357,Foot Locker,1185732,2/22/2021,Men's Athletic Footwear,55,225,123750,Outlet
3358,Foot Locker,1185732,2/22/2021,Women's Street Footwear,45,275,123750,Outlet
3359,West Gear,1128299,1/1/2021,Men's Athletic Footwear,64,225,14400,Online
3360,West Gear,1128299,1/2/2021,Women's Street Footwear,60,218,13080,Online
3361,West Gear,1128299,1/3/2021,Women's Athletic Footwear,56,182,10192,Online
3362,West Gear,1128299,1/4/2021,Men's Apparel,60,154,9240,Online
3363,West Gear,1128299,1/5/2021,Women's Apparel,72,189,13608,Online
3364,West Gear,1128299,1/6/2021,Men's Street Footwear,56,273,15288,Online
3365,West Gear,1128299,1/7/2021,Men's Athletic Footwear,63,248,15624,Online
3366,West Gear,1128299,1/8/2021,Women's Street Footwear,64,206,13184,Online
3367,West Gear,1128299,1/9/2021,Women's Athletic Footwear,59,210,12390,Online
3368,West Gear,1128299,1/10/2021,Men's Apparel,62,155,9610,Online
3369,West Gear,1128299,1/11/2021,Women's Apparel,72,219,15768,Online
3370,West Gear,1128299,1/12/2021,Men's Street Footwear,56,277,15512,Online
3371,West Gear,1128299,1/13/2021,Men's Athletic Footwear,59,245,14455,Online
3372,West Gear,1128299,1/14/2021,Women's Street Footwear,62,248,15376,Online
3373,West Gear,1128299,1/15/2021,Women's Athletic Footwear,55,218,11990,Online
3374,West Gear,1128299,1/16/2021,Men's Apparel,64,233,14912,Online
3375,West Gear,1128299,1/17/2021,Women's Apparel,72,233,16776,Online
3376,West Gear,1128299,1/18/2021,Men's Street Footwear,62,273,16926,Online
3377,West Gear,1128299,1/19/2021,Men's Athletic Footwear,66,259,17094,Online
3378,West Gear,1128299,1/20/2021,Women's Street Footwear,60,200,12000,Online
3379,West Gear,1128299,1/21/2021,Women's Athletic Footwear,59,188,11092,Online
3380,West Gear,1128299,1/22/2021,Men's Apparel,69,188,12972,Online
3381,West Gear,1128299,1/23/2021,Women's Apparel,76,181,13756,Online
3382,West Gear,1128299,1/24/2021,Men's Street Footwear,51,241,12291,Online
3383,West Gear,1128299,1/25/2021,Men's Athletic Footwear,56,268,15008,Online
3384,West Gear,1128299,1/26/2021,Women's Street Footwear,52,225,11700,Online
3385,West Gear,1128299,1/27/2021,Women's Athletic Footwear,53,203,10759,Online
3386,West Gear,1128299,1/28/2021,Men's Apparel,63,218,13734,Online
3387,West Gear,1128299,1/29/2021,Women's Apparel,65,217,14105,Online
3388,West Gear,1128299,1/30/2021,Men's Street Footwear,51,236,12036,Online
3389,West Gear,1128299,1/31/2021,Men's Athletic Footwear,59,219,12921,Online
3390,West Gear,1128299,2/1/2021,Women's Street Footwear,50,182,9100,Online
3391,West Gear,1128299,2/2/2021,Women's Athletic Footwear,51,203,10353,Online
3392,West Gear,1128299,2/3/2021,Men's Apparel,59,182,10738,Online
3393,West Gear,1128299,2/4/2021,Women's Apparel,63,196,12348,Online
3394,West Gear,1128299,2/5/2021,Men's Street Footwear,52,263,13676,Online
3395,West Gear,1128299,2/6/2021,Men's Athletic Footwear,58,236,13688,Online
3396,West Gear,1128299,2/7/2021,Women's Street Footwear,50,210,10500,Online
3397,West Gear,1128299,2/8/2021,Women's Athletic Footwear,53,210,11130,Online
3398,West Gear,1128299,2/9/2021,Men's Apparel,63,163,10269,Online
3399,West Gear,1128299,2/10/2021,Women's Apparel,67,202,13534,Online
3400,West Gear,1128299,2/11/2021,Men's Street Footwear,51,293,14943,Online
3401,West Gear,1128299,2/12/2021,Men's Athletic Footwear,58,273,15834,Online
3402,West Gear,1128299,2/13/2021,Women's Street Footwear,52,233,12116,Online
3403,West Gear,1128299,2/14/2021,Women's Athletic Footwear,51,194,9894,Online
3404,West Gear,1128299,2/15/2021,Men's Apparel,59,175,10325,Online
3405,West Gear,1128299,2/16/2021,Women's Apparel,67,208,13936,Online
3406,Kohl's,1189833,2/17/2021,Men's Street Footwear,32,203,6496,Online
3407,Kohl's,1189833,2/18/2021,Men's Athletic Footwear,41,196,8036,Online
3408,Kohl's,1189833,3/9/2021,Women's Street Footwear,41,189,7749,Online
3409,Kohl's,1189833,3/10/2021,Women's Athletic Footwear,41,160,6560,Online
3410,Kohl's,1189833,3/11/2021,Men's Apparel,49,145,7105,Online
3411,Kohl's,1189833,3/12/2021,Women's Apparel,41,182,7462,Online
3412,Kohl's,1189833,3/13/2021,Men's Street Footwear,34,225,7650,Online
3413,Kohl's,1189833,3/14/2021,Men's Athletic Footwear,43,195,8385,Online
3414,Kohl's,1189833,3/15/2021,Women's Street Footwear,44,169,7436,Online
3415,Kohl's,1189833,3/16/2021,Women's Athletic Footwear,41,152,6232,Online
3416,Kohl's,1189833,3/17/2021,Men's Apparel,46,113,5198,Online
3417,Kohl's,1189833,3/18/2021,Women's Apparel,41,176,7216,Online
3418,Kohl's,1189833,3/19/2021,Men's Street Footwear,32,216,6912,Online
3419,Kohl's,1189833,3/20/2021,Men's Athletic Footwear,41,195,7995,Online
3420,Kohl's,1189833,3/21/2021,Women's Street Footwear,42,169,7098,Online
3421,Kohl's,1189833,3/22/2021,Women's Athletic Footwear,41,154,6314,Online
3422,Kohl's,1189833,3/23/2021,Men's Apparel,46,106,4876,Online
3423,Kohl's,1189833,4/6/2021,Women's Apparel,41,188,7708,Online
3424,Kohl's,1189833,4/7/2021,Men's Street Footwear,43,240,10320,Online
3425,Kohl's,1189833,4/8/2021,Men's Athletic Footwear,49,156,7644,Online
3426,Kohl's,1189833,4/9/2021,Women's Street Footwear,49,175,8575,Online
3427,Kohl's,1189833,4/10/2021,Women's Athletic Footwear,43,152,6536,Online
3428,Kohl's,1189833,4/11/2021,Men's Apparel,49,119,5831,Online
3429,Kohl's,1189833,4/12/2021,Women's Apparel,62,174,10788,Online
3430,Kohl's,1189833,4/13/2021,Men's Street Footwear,41,208,8528,Online
3431,Kohl's,1189833,4/14/2021,Men's Athletic Footwear,47,169,7943,Online
3432,Kohl's,1189833,4/15/2021,Women's Street Footwear,45,163,7335,Online
3433,Kohl's,1189833,4/16/2021,Women's Athletic Footwear,41,154,6314,Online
3434,Kohl's,1189833,4/17/2021,Men's Apparel,45,131,5895,Online
3435,Kohl's,1189833,4/18/2021,Women's Apparel,64,181,11584,Online
3436,Kohl's,1189833,4/19/2021,Men's Street Footwear,44,270,11880,Online
3437,Kohl's,1189833,4/20/2021,Men's Athletic Footwear,47,225,10575,Online
3438,Kohl's,1189833,4/21/2021,Women's Street Footwear,48,203,9744,Online
3439,Kohl's,1189833,4/22/2021,Women's Athletic Footwear,44,175,7700,Online
3440,Kohl's,1189833,4/23/2021,Men's Apparel,45,125,5625,Online
3441,Kohl's,1189833,4/24/2021,Women's Apparel,60,200,12000,Online
3442,Kohl's,1189833,4/25/2021,Men's Street Footwear,41,238,9758,Online
3443,Kohl's,1189833,4/26/2021,Men's Athletic Footwear,46,216,9936,Online
3444,Kohl's,1189833,4/27/2021,Women's Street Footwear,47,218,10246,Online
3445,Kohl's,1189833,4/28/2021,Women's Athletic Footwear,44,189,8316,Online
3446,Kohl's,1189833,4/29/2021,Men's Apparel,46,189,8694,Online
3447,Kohl's,1189833,4/30/2021,Women's Apparel,59,203,11977,Online
3448,Kohl's,1189833,5/1/2021,Men's Street Footwear,47,252,11844,Online
3449,Kohl's,1189833,5/2/2021,Men's Athletic Footwear,51,221,11271,Online
3450,Kohl's,1189833,5/3/2021,Women's Street Footwear,48,218,10464,Online
3451,Kohl's,1189833,5/4/2021,Women's Athletic Footwear,47,169,7943,Online
3452,Kohl's,1189833,5/5/2021,Men's Apparel,58,182,10556,Online
3453,Kohl's,1189833,5/6/2021,Women's Apparel,61,189,11529,Online
3454,Kohl's,1189833,5/7/2021,Men's Street Footwear,47,213,10011,Online
3455,Kohl's,1189833,5/8/2021,Men's Athletic Footwear,50,247,12350,Online
3456,Kohl's,1189833,5/9/2021,Women's Street Footwear,46,196,9016,Online
3457,Kohl's,1189833,5/10/2021,Women's Athletic Footwear,46,176,8096,Online
3458,Kohl's,1189833,5/11/2021,Men's Apparel,58,163,9454,Online
3459,Kohl's,1189833,5/12/2021,Women's Apparel,59,189,11151,Online
3460,Kohl's,1189833,5/13/2021,Men's Street Footwear,49,224,10976,Online
3461,Kohl's,1189833,5/14/2021,Men's Athletic Footwear,51,232,11832,Online
3462,Kohl's,1189833,5/15/2021,Women's Street Footwear,49,176,8624,Online
3463,Kohl's,1189833,5/16/2021,Women's Athletic Footwear,48,175,8400,Online
3464,Kohl's,1189833,5/17/2021,Men's Apparel,56,174,9744,Online
3465,Kohl's,1189833,5/18/2021,Women's Apparel,62,176,10912,Online
3466,Kohl's,1189833,5/19/2021,Men's Street Footwear,49,231,11319,Online
3467,Kohl's,1189833,5/20/2021,Men's Athletic Footwear,54,215,11610,Online
3468,Kohl's,1189833,5/21/2021,Women's Street Footwear,47,169,7943,Online
3469,Kohl's,1189833,5/22/2021,Women's Athletic Footwear,47,176,8272,Online
3470,Kohl's,1189833,5/23/2021,Men's Apparel,55,174,9570,Online
3471,Kohl's,1189833,5/24/2021,Women's Apparel,59,189,11151,Online
3472,Kohl's,1189833,5/25/2021,Men's Street Footwear,49,225,11025,Online
3473,Kohl's,1189833,5/26/2021,Men's Athletic Footwear,50,243,12150,Online
3474,Kohl's,1189833,5/27/2021,Women's Street Footwear,46,182,8372,Online
3475,Kohl's,1189833,5/28/2021,Women's Athletic Footwear,49,210,10290,Online
3476,Kohl's,1189833,5/29/2021,Men's Apparel,55,156,8580,Online
3477,Kohl's,1189833,5/30/2021,Women's Apparel,59,196,11564,Online
3478,Foot Locker,1185732,5/31/2021,Men's Street Footwear,44,124,5456,Online
3479,Foot Locker,1185732,6/1/2021,Men's Athletic Footwear,41,77,3157,Online
3480,Foot Locker,1185732,6/2/2021,Women's Street Footwear,32,83,2656,Online
3481,Foot Locker,1185732,6/3/2021,Women's Athletic Footwear,37,34,1258,Online
3482,Foot Locker,1185732,6/4/2021,Men's Apparel,53,47,2491,Online
3483,Foot Locker,1185732,6/5/2021,Women's Apparel,41,69,2829,Online
3484,Foot Locker,1185732,6/6/2021,Men's Street Footwear,44,158,6952,Online
3485,Foot Locker,1185732,6/7/2021,Men's Athletic Footwear,43,51,2193,Online
3486,Foot Locker,1185732,6/8/2021,Women's Street Footwear,32,61,1952,Online
3487,Foot Locker,1185732,6/9/2021,Women's Athletic Footwear,39,28,1092,Online
3488,Foot Locker,1185732,6/10/2021,Men's Apparel,50,44,2200,Online
3489,Foot Locker,1185732,6/11/2021,Women's Apparel,43,77,3311,Online
3490,Foot Locker,1185732,6/12/2021,Men's Street Footwear,47,144,6768,Online
3491,Foot Locker,1185732,6/13/2021,Men's Athletic Footwear,46,60,2760,Online
3492,Foot Locker,1185732,6/14/2021,Women's Street Footwear,37,68,2516,Online
3493,Foot Locker,1185732,6/15/2021,Women's Athletic Footwear,41,19,779,Online
3494,Foot Locker,1185732,6/16/2021,Men's Apparel,56,38,2128,Online
3495,Foot Locker,1185732,6/17/2021,Women's Apparel,45,63,2835,Online
3496,Foot Locker,1185732,6/18/2021,Men's Street Footwear,48,122,5856,Online
3497,Foot Locker,1185732,6/19/2021,Men's Athletic Footwear,48,44,2112,Online
3498,Foot Locker,1185732,6/20/2021,Women's Street Footwear,36,42,1512,Online
3499,Foot Locker,1185732,6/21/2021,Women's Athletic Footwear,44,20,880,Online
3500,Foot Locker,1185732,6/22/2021,Men's Apparel,54,28,1512,Online
3501,Foot Locker,1185732,6/23/2021,Women's Apparel,49,65,3185,Online
3502,Foot Locker,1185732,6/24/2021,Men's Street Footwear,58,134,7772,Online
3503,Foot Locker,1185732,6/25/2021,Men's Athletic Footwear,53,54,2862,Online
3504,Foot Locker,1185732,6/26/2021,Women's Street Footwear,49,44,2156,Online
3505,Foot Locker,1185732,6/27/2021,Women's Athletic Footwear,48,28,1344,Online
3506,Foot Locker,1185732,6/28/2021,Men's Apparel,59,35,2065,Online
3507,Foot Locker,1185732,6/29/2021,Women's Apparel,64,63,4032,Online
3508,Foot Locker,1185732,6/30/2021,Men's Street Footwear,46,135,6210,Online
3509,Foot Locker,1185732,7/1/2021,Men's Athletic Footwear,43,63,2709,Online
3510,Foot Locker,1185732,7/2/2021,Women's Street Footwear,39,54,2106,Online
3511,Foot Locker,1185732,7/3/2021,Women's Athletic Footwear,38,47,1786,Online
3512,Foot Locker,1185732,7/4/2021,Men's Apparel,46,51,2346,Online
3513,Foot Locker,1185732,7/5/2021,Women's Apparel,51,105,5355,Online
3514,Foot Locker,1185732,7/6/2021,Men's Street Footwear,47,161,7567,Online
3515,Foot Locker,1185732,7/7/2021,Men's Athletic Footwear,43,81,3483,Online
3516,Foot Locker,1185732,7/8/2021,Women's Street Footwear,36,65,2340,Online
3517,Foot Locker,1185732,7/9/2021,Women's Athletic Footwear,39,50,1950,Online
3518,Foot Locker,1185732,7/10/2021,Men's Apparel,47,56,2632,Online
3519,Foot Locker,1185732,7/11/2021,Women's Apparel,54,120,6480,Online
3520,Foot Locker,1185732,7/12/2021,Men's Street Footwear,49,149,7301,Online
3521,Foot Locker,1185732,7/13/2021,Men's Athletic Footwear,41,94,3854,Online
3522,Foot Locker,1185732,7/14/2021,Women's Street Footwear,38,75,2850,Online
3523,Foot Locker,1185732,7/15/2021,Women's Athletic Footwear,37,63,2331,Online
3524,Foot Locker,1185732,7/16/2021,Men's Apparel,49,50,2450,Online
3525,Foot Locker,1185732,7/17/2021,Women's Apparel,50,94,4700,Online
3526,Foot Locker,1185732,7/18/2021,Men's Street Footwear,47,135,6345,Online
3527,Foot Locker,1185732,7/19/2021,Men's Athletic Footwear,41,84,3444,Online
3528,Foot Locker,1185732,7/20/2021,Women's Street Footwear,36,60,2160,Online
3529,Foot Locker,1185732,7/21/2021,Women's Athletic Footwear,36,44,1584,Online
3530,Foot Locker,1185732,7/22/2021,Men's Apparel,49,49,2401,Online
3531,Foot Locker,1185732,7/23/2021,Women's Apparel,53,73,3869,Online
3532,Foot Locker,1185732,7/24/2021,Men's Street Footwear,56,115,6440,Online
